PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,pvPolicy,,,
FS_F3S2:PSO_D1775:I_CSET,I,B4,setpoint,308,0,FS_F3S2:OCT_D1775,77.503524,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1775:I_RSET,I,B4,readset,308,0,FS_F3S2:OCT_D1775,77.503524,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1775:I_RD,I,B4,readback,308,0,FS_F3S2:OCT_D1775,77.503524,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1775:ON_CMD,PWRSTS,POWER_STATUS,setpoint,308,0,FS_F3S2:OCT_D1775,77.503524,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1775:ON_RSTS,PWRSTS,POWER_STATUS,readback,308,0,FS_F3S2:OCT_D1775,77.503524,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1783:I_CSET,I,B2,setpoint,310,0.4,FS_F3S2:Q_D1783,78.460324,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1783:I_RSET,I,B2,readset,310,0.4,FS_F3S2:Q_D1783,78.460324,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1783:I_RD,I,B2,readback,310,0.4,FS_F3S2:Q_D1783,78.460324,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1783:ON_CMD,PWRSTS,POWER_STATUS,setpoint,310,0.4,FS_F3S2:Q_D1783,78.460324,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1783:ON_RSTS,PWRSTS,POWER_STATUS,readback,310,0.4,FS_F3S2:Q_D1783,78.460324,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1783:I_CSET,I,B3,setpoint,311,0,FS_F3S2:S_D1783,78.260324,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1783:I_RSET,I,B3,readset,311,0,FS_F3S2:S_D1783,78.260324,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1783:I_RD,I,B3,readback,311,0,FS_F3S2:S_D1783,78.260324,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1783:ON_CMD,PWRSTS,POWER_STATUS,setpoint,311,0,FS_F3S2:S_D1783,78.260324,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1783:ON_RSTS,PWRSTS,POWER_STATUS,readback,311,0,FS_F3S2:S_D1783,78.260324,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1783:I_CSET,I,B4,setpoint,312,0,FS_F3S2:OCT_D1783,78.260324,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1783:I_RSET,I,B4,readset,312,0,FS_F3S2:OCT_D1783,78.260324,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1783:I_RD,I,B4,readback,312,0,FS_F3S2:OCT_D1783,78.260324,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1783:ON_CMD,PWRSTS,POWER_STATUS,setpoint,312,0,FS_F3S2:OCT_D1783,78.260324,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1783:ON_RSTS,PWRSTS,POWER_STATUS,readback,312,0,FS_F3S2:OCT_D1783,78.260324,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSD_D1807:I_CSET,I,B,setpoint,319,2.396181,FS_F3S2:DH_D1807,81.932758,BEND,LIVE,previous A1900 dipole 4 (Z093DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSD_D1807:I_RSET,I,B,readset,319,2.396181,FS_F3S2:DH_D1807,81.932758,BEND,LIVE,previous A1900 dipole 4 (Z093DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSD_D1807:I_RD,I,B,readback,319,2.396181,FS_F3S2:DH_D1807,81.932758,BEND,LIVE,previous A1900 dipole 4 (Z093DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSD_D1807:ON_CMD,PWRSTS,POWER_STATUS,setpoint,319,2.396181,FS_F3S2:DH_D1807,81.932758,BEND,LIVE,previous A1900 dipole 4 (Z093DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSD_D1807:ON_RSTS,PWRSTS,POWER_STATUS,readback,319,2.396181,FS_F3S2:DH_D1807,81.932758,BEND,LIVE,previous A1900 dipole 4 (Z093DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
,,,,,,,,,,,,,,,
# NMR,,,,,,,,,,,,,,,
FS_F3S2:DH_D1807:B_RD_NMR,NMR,NMR_phy,setpoint,319,2.396181,FS_F3S2:DH_D1807,81.932758,BEND,LIVE,previous A1900 dipole 4 (Z093DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:DH_D1807:B_RD_NMR,NMR,NMR_phy,readback,319,2.396181,FS_F3S2:DH_D1807,81.932758,BEND,LIVE,previous A1900 dipole 4 (Z093DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
,,,,,,,,,,,,,,,
FS_F3S2:PSQ_D1827:I_CSET,I,B2,setpoint,325,0.486,FS_F3S2:Q_D1827,82.960605,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQD,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1827:I_RSET,I,B2,readset,325,0.486,FS_F3S2:Q_D1827,82.960605,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQD,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1827:I_RD,I,B2,readback,325,0.486,FS_F3S2:Q_D1827,82.960605,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQD,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1827:ON_CMD,PWRSTS,POWER_STATUS,setpoint,325,0.486,FS_F3S2:Q_D1827,82.960605,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQD,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1827:ON_RSTS,PWRSTS,POWER_STATUS,readback,325,0.486,FS_F3S2:Q_D1827,82.960605,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQD,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1835:I_CSET,I,B2,setpoint,327,0.7,FS_F3S2:Q_D1835,83.878905,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQE,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1835:I_RSET,I,B2,readset,327,0.7,FS_F3S2:Q_D1835,83.878905,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQE,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1835:I_RD,I,B2,readback,327,0.7,FS_F3S2:Q_D1835,83.878905,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQE,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1835:ON_CMD,PWRSTS,POWER_STATUS,setpoint,327,0.7,FS_F3S2:Q_D1835,83.878905,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQE,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1835:ON_RSTS,PWRSTS,POWER_STATUS,readback,327,0.7,FS_F3S2:Q_D1835,83.878905,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQE,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1843:I_CSET,I,B2,setpoint,329,0.4,FS_F3S2:Q_D1843,84.485705,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1843:I_RSET,I,B2,readset,329,0.4,FS_F3S2:Q_D1843,84.485705,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1843:I_RD,I,B2,readback,329,0.4,FS_F3S2:Q_D1843,84.485705,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1843:ON_CMD,PWRSTS,POWER_STATUS,setpoint,329,0.4,FS_F3S2:Q_D1843,84.485705,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSQ_D1843:ON_RSTS,PWRSTS,POWER_STATUS,readback,329,0.4,FS_F3S2:Q_D1843,84.485705,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1843:I_CSET,I,B3,setpoint,330,0,FS_F3S2:S_D1843,84.285705,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1843:I_RSET,I,B3,readset,330,0,FS_F3S2:S_D1843,84.285705,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1843:I_RD,I,B3,readback,330,0,FS_F3S2:S_D1843,84.285705,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1843:ON_CMD,PWRSTS,POWER_STATUS,setpoint,330,0,FS_F3S2:S_D1843,84.285705,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSS_D1843:ON_RSTS,PWRSTS,POWER_STATUS,readback,330,0,FS_F3S2:S_D1843,84.285705,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1843:I_CSET,I,B4,setpoint,331,0,FS_F3S2:OCT_D1843,84.285705,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1843:I_RSET,I,B4,readset,331,0,FS_F3S2:OCT_D1843,84.285705,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1843:I_RD,I,B4,readback,331,0,FS_F3S2:OCT_D1843,84.285705,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1843:ON_CMD,PWRSTS,POWER_STATUS,setpoint,331,0,FS_F3S2:OCT_D1843,84.285705,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:PSO_D1843:ON_RSTS,PWRSTS,POWER_STATUS,readback,331,0,FS_F3S2:OCT_D1843,84.285705,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:VD_D1856:XCEN_RD,XCEN,XCEN,readback,346,0,FS_F3S2:VD_D1856,85.580061,VD,LIVE,viewer plate,FSVD8,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:VD_D1856:YCEN_RD,YCEN,YCEN,readback,346,0,FS_F3S2:VD_D1856,85.580061,VD,LIVE,viewer plate,FSVD8,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:VD_D1856:XRMS_RD,XRMS,XRMS,readback,346,0,FS_F3S2:VD_D1856,85.580061,VD,LIVE,viewer plate,FSVD8,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
FS_F3S2:VD_D1856:YRMS_RD,YRMS,YRMS,readback,346,0,FS_F3S2:VD_D1856,85.580061,VD,LIVE,viewer plate,FSVD8,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
#FS_F3S2:FC_D1856:AVG_RD,I_AVG,AVERAGE_INTENSITY,readback,347,0,FS_F3S2:FC_D1856,85.580061,FC,LIVE,Faraday cup,FSFC2,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
#FS_F3S2:FC_D1856:VBS:VoltageSet,BIAS_VOLT,BIAS_VOLTAGE,setpoint,347,0,FS_F3S2:FC_D1856,85.580061,FC,LIVE,Faraday cup,FSFC2,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
#FS_F3S2:FC_D1856:VBS:VoltageMeasure,BIAS_VOLT,BIAS_VOLTAGE,readback,347,0,FS_F3S2:FC_D1856,85.580061,FC,LIVE,Faraday cup,FSFC2,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
#FS_F3S2:FC_D1856:VBS:setOn,PWRSTS,POWER_STATUS,setpoint,347,0,FS_F3S2:FC_D1856,85.580061,FC,LIVE,Faraday cup,FSFC2,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
#FS_F3S2:FC_D1856:VBS:isOn,PWRSTS,POWER_STATUS,readback,347,0,FS_F3S2:FC_D1856,85.580061,FC,LIVE,Faraday cup,FSFC2,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
#FS_F3S2:FC_D1856:XCEN_RD,XCEN,XCEN,readback,347,0,FS_F3S2:FC_D1856,85.580061,FC,LIVE,Faraday cup,FSFC2,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
#FS_F3S2:FC_D1856:YCEN_RD,YCEN,YCEN,readback,347,0,FS_F3S2:FC_D1856,85.580061,FC,LIVE,Faraday cup,FSFC2,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
#FS_F3S2:FC_D1856:XRMS_RD,XRMS,XRMS,readback,347,0,FS_F3S2:FC_D1856,85.580061,FC,LIVE,Faraday cup,FSFC2,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
#FS_F3S2:FC_D1856:YRMS_RD,YRMS,YRMS,readback,347,0,FS_F3S2:FC_D1856,85.580061,FC,LIVE,Faraday cup,FSFC2,DEFAULT,phantasy.sys.FS,phantasy.sub.F3S2,ARIS
